User_Id,NAV_Category,IDV_Category,Owned,Parking_Space,Anti_Theft,Commute,Locality,DL_Suspended,State,makeId,modelId,makeName,modelName,usage,year,Price,Liability Coverage,Comp,Collision,Car Rental,Umbrella,PIP,Med,Gap
697,I,I,Yes,IN,Yes,Work,Rural,No,Idaho,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '25/50/15[24]',,,,,Personal Injury Protection,Med Pay,
705,I,I,Yes,IN,Yes,Work,Rural,No,South Dakota,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/25',,,,,,,
706,I,I,Yes,IN,No,Work,Urban,No,Connecticut,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '25/50/25[23]',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
710,I,I,Yes,OUT,No,Work,Urban,No,South Carolina,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/25',,,,,Personal Injury Protection,Med Pay,
711,I,I,Yes,IN,Yes,Work,Urban,No,Washington,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/10',Comprehensive Coverage,,,,Personal Injury Protection,Med Pay,
712,I,I,Yes,IN,No,Leisure,Rural,No,New Mexico,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
714,I,I,Yes,IN,No,Work,Urban,No,Missouri,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/10',,,,,Personal Injury Protection,Med Pay,
717,I,I,False,IN,Yes,Leisure,Rural,No,Arkansas,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/15',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,'Gap Insurance'
718,I,I,Yes,IN,No,Work,Urban,No,Missouri,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/10',,,,,,,
724,I,I,Yes,OUT,No,Work,Urban,No,Massachusetts,20064,21073,Hyundai,Entourage,New,2019,13767.0, '20/40/5',,,,,Personal Injury Protection,Med Pay,
728,I,I,Yes,OUT,No,Work,Rural,No,Montana,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/10',,,,,Personal Injury Protection,Med Pay,
732,I,I,Yes,IN,No,Leisure,Rural,No,New Mexico,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
735,I,I,Yes,IN,No,Leisure,Rural,No,Colorado,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '25/50/15',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
